link_id,link_name,category
137114,Stillwell Ave - Southbound - Neptune Ave to Surf Ave,Stillwell Ave
114115,Surf Avenue and Stillwell Ave to Ocean Pkwy and Sea Breeze Ave - Eastbound,Stillwell Ave
4456476,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN,Triboro Bridge
4456481,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE,Triboro Bridge
4456505,TNB N Queens Anchorage - Toll Plaza,Clearview Expwy / Throggs Neck Br
4362314,TNB S Queens Anchorage - CIP S @ TNB,Clearview Expwy / Throggs Neck Br
4456506,TNB S Toll Plaza - Queens Anchorage,Clearview Expwy / Throggs Neck Br
4616218,VNB E Bklyn Gantry l/lev - GOW N 92nd St,Staten Island Expwy / Verazzano Br
4616219,VNB E Bklyn Gantry u/lev - GOW N 92nd St,Staten Island Expwy / Verazzano Br
4763656,VNB E SI Gantry L/Lev - Bkln Gantry L/Lev,Staten Island Expwy / Verazzano Br
4763652,VNB E SI Gantry U/Lev - Bkln Gantry U/Lev,Staten Island Expwy / Verazzano Br
4763651,VNB W Bklyn Gantry l/lev - SI Gantry l/lev,Staten Island Expwy / Verazzano Br
4763649,VNB W Bklyn Gantry u/lev - SI Gantry u/lev,Staten Island Expwy / Verazzano Br
4616205,VNB W SI Gantry L/Lev - SIE W Fingerboard Rd,Staten Island Expwy / Verazzano Br
4616204,VNB W SI Gantry U/Lev - SIE W Fingerboard Rd,Staten Island Expwy / Verazzano Br
4616298,VWE N mp 4.6 (Exit 6 Jamaica Ave) - mp 6.3 (Exit 11 Jewel Ave),Van Wyck Expwy
4616299,VWE N mp 6.3 (Exit 11 Jewel Ave) - mp 8.65 (Exit 13 No. Blvd),Van Wyck Expwy
4616300,VWE N mp 8.6 (Exit 13 No. Bl) - WE N Exit 14 (Linden Pl),Van Wyck Expwy
4616276,VWE S mp 2.6 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,Van Wyck Expwy
4616272,VWE S mp 4.6 (Exit 6 Jamaica Ave) - mp 2.6 (Exit 2 Rockaway Blvd),Van Wyck Expwy
4616259,VWE S mp 6.39 (Exit 11 Jewel Ave) - mp 4.6 (Exit 6 Jamaica Ave),Van Wyck Expwy
4616241,VWE S mp 8.6 s/of (Exit 13 No.Blvd) - mp 6.3 (Exit 11 - Jewel Ave),Van Wyck Expwy
4456500,WE N Exit 14 (Linden Pl) - BWB N Queens Anchorage,Whitestone Br / Expwy
4616239,WE S Exit 14 (Linden Pl) - VWE S mp 8.65 (Exit 13 No.Blvd),Whitestone Br / Expwy
4620343,Westside Hwy N 57th St - GWB,West Side Hwy
4616346,Westside Hwy S GWB - 57th St,West Side Hwy
4616335,West St N Whitehall - Watts St,West Side Hwy
4616343,West St S Battery Pl - BKN Bridge Manhattan Side,FDR Dr
4616327,West St S Battery Pl - FDR N Catherine Slip,FDR Dr
4616326,West St S Spring St - Battery Pl,West Side Hwy
4456494,West St S Spring St - BBT Manhattan ORT outbound,Brooklyn-Battery Tunnel
4616336,West St Watts St - 11th Ave Ganesvoort,West Side Hwy
194196,Williamsburg Bridge - Eastbound - Manhattan @ Delancey to Brooklyn @ Bedford Ave,Williamsburg Br
197195,Williamsburg Bridge - Westbound - Brooklyn @ Bedford Ave to Manhattan @ Delancey,Williamsburg Br
95170,Woodhaven Blvd - Northbound - Furmanville Ave to Dry Harbor Rd,Woodhaven Blvd
86099,Woodhaven Blvd - Northbound - Jamaica Ave to Myrtle Ave,Woodhaven Blvd
96095,Woodhaven Blvd - Northbound - Metropolitan Ave to Furmanville Ave,Woodhaven Blvd
99097,Woodhaven Blvd - Northbound - Myrtle Ave to Union Tpke,Woodhaven Blvd
87086,Woodhaven Blvd - Northbound - Rockaway Blvd to Jamaica Ave,Woodhaven Blvd
97096,Woodhaven Blvd - Northbound - Union Turnpike to Metropolitan Ave,Woodhaven Blvd
170095,Woodhaven Blvd - Southbound - Dry Harbor Rd to Furmanville Ave,Woodhaven Blvd
95096,Woodhaven Blvd - Southbound - Furmanville Ave to Metropolitan Ave,Woodhaven Blvd
86087,Woodhaven Blvd - Southbound - Jamaica Ave to Rockaway Blvd,Woodhaven Blvd
96097,Woodhaven Blvd - Southbound - Metropolitan Ave to Union Turnpike,Woodhaven Blvd
99086,Woodhaven Blvd - Southbound - Myrtle Ave to Jamaica Ave,Woodhaven Blvd
97099,Woodhaven Blvd - Southbound - Union Turnpike to Myrtle Ave,Woodhaven Blvd
4616213,WSE N Arden Ave - Victory Blvd,West Shore Expwy
4616214,WSE N Bloomingdale Rd - Arden Ave,West Shore Expwy
4329481,WSE N SOUTH AVENUE - 278 W BRUNSWICK AVENUE,West Shore Expwy
4616198,WSE N South Ave - SIE E South Ave,West Shore Expwy
4616215,WSE N Tyrellan Ave - Bloomingdale Rd,West Shore Expwy
4616212,WSE N Victory Blvd - South Ave,West Shore Expwy
4616202,WSE S Arden Ave - Bloomingdale Rd,West Shore Expwy
4616203,WSE S Bloomingdale Rd - Tyrellan Ave,West Shore Expwy
4616200,WSE S South Ave - Victory Blvd,West Shore Expwy
4329483,WSE S Tyrellan Ave - NJ 440 S Francis Street,West Shore Expwy
4616201,WSE S Victory Blvd - Arden Ave,West Shore Expwy
