"link_name","data_as_of","status","speed","travel_time"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:19:04.000","0","36.03","267"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:19:04.000","0","37.28","192"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:19:04.000","0","45.36","336"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:14:04.000","0","20.50","472"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:14:04.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:14:04.000","0","47.22","326"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:09:04.000","0","20.50","463"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:09:04.000","0","41.01","174"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:09:04.000","0","48.46","315"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:09:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:04:04.000","0","37.28","257"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:04:04.000","0","40.38","177"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:04:04.000","0","48.46","315"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:59:04.000","0","41.01","236"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:59:04.000","0","41.01","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:59:04.000","0","50.33","305"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:54:04.000","0","39.76","240"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:54:04.000","0","40.38","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:54:04.000","0","48.46","316"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:49:04.000","0","36.03","268"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:49:04.000","0","39.14","184"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:49:04.000","0","47.22","325"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:49:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:49:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:44:04.000","0","26.71","359"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:44:04.000","0","39.76","180"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:44:04.000","0","50.33","306"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:39:04.000","0","26.09","369"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:39:04.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:39:04.000","0","48.46","317"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:34:04.000","0","18.01","536"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:34:04.000","0","39.14","182"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:34:04.000","0","48.46","319"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:29:03.000","0","41.63","232"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:29:03.000","0","38.52","185"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:29:03.000","0","50.33","306"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:24:04.000","0","39.14","245"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:24:04.000","0","39.14","182"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:24:04.000","0","47.22","326"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:19:04.000","0","32.93","293"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:19:04.000","0","40.38","177"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:19:04.000","0","49.70","311"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:14:04.000","0","31.68","304"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:14:04.000","0","41.01","175"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:14:04.000","0","52.19","295"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:09:03.000","0","44.11","217"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:09:03.000","0","41.63","173"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:09:03.000","0","46.60","329"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:04:04.000","-101","41.01","234"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:04:04.000","0","41.63","171"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:04:04.000","0","49.08","315"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:59:04.000","-101","10.56","899"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:59:04.000","0","41.01","175"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:59:04.000","0","50.33","305"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:54:04.000","0","12.42","754"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:54:04.000","0","41.01","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:54:04.000","0","46.60","331"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:49:04.000","0","32.93","292"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:49:04.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:49:04.000","0","47.84","320"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:49:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:49:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:44:04.000","0","18.01","534"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:44:04.000","0","40.38","177"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:44:04.000","0","47.22","327"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:39:04.000","0","24.85","382"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:39:04.000","0","40.38","177"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:39:04.000","0","41.01","375"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:34:04.000","-101","30.44","312"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:34:04.000","0","41.01","174"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:34:04.000","0","41.63","371"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:29:03.000","-101","13.67","691"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:29:03.000","0","42.25","171"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:29:03.000","0","48.46","319"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:24:04.000","0","36.03","266"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:24:04.000","0","42.25","169"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:24:04.000","0","47.84","322"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:19:03.000","-101","35.41","271"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:19:03.000","0","41.01","175"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:19:03.000","0","43.49","352"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:14:04.000","0","34.17","282"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:14:04.000","0","40.38","179"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:14:04.000","0","41.01","376"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:09:03.000","0","35.41","272"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:09:03.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:09:03.000","0","44.73","341"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:04:04.000","0","26.09","364"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:04:04.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:04:04.000","0","44.73","345"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:59:04.000","0","22.99","417"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:59:04.000","0","42.25","170"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:59:04.000","0","39.76","383"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:54:03.000","-101","24.23","390"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:54:03.000","0","41.01","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:54:03.000","0","43.49","354"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:49:03.000","-101","26.71","357"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:49:03.000","0","40.38","178"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:49:03.000","0","44.11","346"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:44:04.000","0","41.01","234"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:44:04.000","0","40.38","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:44:04.000","0","41.63","368"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:39:04.000","0","37.28","256"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:39:04.000","0","41.01","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:39:04.000","0","43.49","354"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:34:03.000","0","31.68","300"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:34:03.000","0","41.63","171"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:34:03.000","0","50.95","301"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:29:03.000","0","16.77","566"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:29:03.000","0","41.63","173"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:29:03.000","0","41.01","372"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:24:05.000","0","13.67","693"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:24:05.000","0","41.01","175"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:24:05.000","0","33.55","455"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:24:05.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:24:05.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:24:05.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:19:04.000","0","38.52","248"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:19:04.000","0","39.76","180"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:19:04.000","0","38.52","398"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:14:03.000","0","27.96","341"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:14:03.000","0","39.14","183"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:14:03.000","0","36.03","423"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:14:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:14:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:14:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:09:03.000","0","17.39","553"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:09:03.000","0","40.38","177"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:09:03.000","0","43.49","352"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:04:04.000","0","8.69","1051"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:04:04.000","0","40.38","176"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:04:04.000","0","37.90","405"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T02:59:04.000","0","8.07","1158"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T02:59:04.000","0","39.14","184"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T02:59:04.000","0","34.17","448"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T02:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T02:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T02:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T02:54:04.000","-101","39.14","244"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T02:54:04.000","0","39.76","179"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T02:54:04.000","0","41.01","375"
